OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula 
L,incl,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x 
L,incl,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1-(0.0521603+2.83526e-05*x+-4.35156e-08*x*x)) 
L,incl,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1-(0.039047+3.3822e-05*x+-5.45325e-08*x*x)) 
L,incl,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1-(0.0352221)) 
L,incl,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1+(0.0521603+2.83526e-05*x+-4.35156e-08*x*x)) 
L,incl,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1+(0.039047+3.3822e-05*x+-5.45325e-08*x*x)) 
L,incl,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1+(0.0352221)) 
M,incl,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x 
M,incl,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1-(0.079916+0.000250233*x+-2.41117e-07*x*x)) 
M,incl,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1-(0.0587632+0.000292662*x+-2.82585e-07*x*x)) 
M,incl,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1-(0.0572327)) 
M,incl,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1+(0.079916+0.000250233*x+-2.41117e-07*x*x)) 
M,incl,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1+(0.0587632+0.000292662*x+-2.82585e-07*x*x)) 
M,incl,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1+(0.0572327)) 
T,incl,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,0.817821+1.44089/sqrt(x) 
T,incl,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1-(0.161526+0.000272842*x+-2.42585e-07*x*x)) 
T,incl,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1-(0.126369+0.000311823*x+-2.7988e-07*x*x)) 
T,incl,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1-(0.108788)) 
T,incl,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1+(0.161526+0.000272842*x+-2.42585e-07*x*x)) 
T,incl,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1+(0.126369+0.000311823*x+-2.7988e-07*x*x)) 
T,incl,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1+(0.108788)) 
L,comb,central,4,0.0,2.5,20.0,1000.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18)) 
L,comb,central,5,0.0,2.5,20.0,1000.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18)) 
L,comb,down,4,0.0,2.5,20.0,30.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.06456785649061203 
L,comb,down,4,0.0,2.5,30.0,50.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.020591497421264648 
L,comb,down,4,0.0,2.5,50.0,70.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.02950499951839447 
L,comb,down,4,0.0,2.5,70.0,100.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.03330589085817337 
L,comb,down,4,0.0,2.5,100.0,140.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.025734046474099159 
L,comb,down,4,0.0,2.5,140.0,200.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.028235698118805885 
L,comb,down,4,0.0,2.5,200.0,300.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.13103105127811432 
L,comb,down,4,0.0,2.5,300.0,600.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.14610058069229126 
L,comb,down,4,0.0,2.5,600.0,1000.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.19925080239772797 
L,comb,down,5,0.0,2.5,20.0,30.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.025827141478657722 
L,comb,down,5,0.0,2.5,30.0,50.0,0.0,1.0,0.947601+0.000960685*log(x+19)*log(x+18)*(3-0.262649*log(x+18))-0.0082365991547703743 
